"2025-08-21 at 16:17"
System_Date_(Y-M-D)	System_Time_(h:m:s)	CO₂_(µmol_mol⁻¹)	H₂O_(mmol_mol⁻¹)	H₂O_(°C)	Cell_Temperature_(°C)	Cell_Pressure_(kPa)	CO₂_Absorption	H₂O_Absorption	Input_Voltage_(V)	Flow_Rate_(L_min⁻¹)	
2025-08-21	16:21:53	3.00757	1.35919	-1.92188e1	5.14703e1	9.90534e1	8.6396932e-4	1.2326955e-2	1.2154481e1	1.4676212e-1	
2025-08-21	16:21:54	2.95296	1.36206	-1.91941e1	5.14670e1	9.90540e1	8.4835290e-4	1.2350797e-2	1.2163714e1	1.4670456e-1	
2025-08-21	16:21:54	2.56486	1.36101	-1.92035e1	5.14736e1	9.90507e1	7.3719024e-4	1.2341499e-2	1.2153642e1	1.4670696e-1	
2025-08-21	16:21:55	2.60544	1.35570	-1.92488e1	5.14769e1	9.90532e1	7.4881315e-4	1.2297928e-2	1.2167071e1	1.4676229e-1	
2025-08-21	16:21:55	2.60544	1.35570	-1.92488e1	5.14769e1	9.90532e1	7.4881315e-4	1.2297928e-2	1.2167071e1	1.4676229e-1	
2025-08-21	16:21:56	2.50661	1.35465	-1.92578e1	5.14769e1	9.90532e1	7.2050094e-4	1.2289285e-2	1.2151963e1	1.4676229e-1	
2025-08-21	16:21:56	2.69705	1.36148	-1.91991e1	5.14769e1	9.90534e1	7.7503919e-4	1.2345612e-2	1.2155320e1	1.4681925e-1	
2025-08-21	16:21:57	2.36560	1.36834	-1.91406e1	5.14736e1	9.90530e1	6.8008899e-4	1.2402176e-2	1.2167071e1	1.4681964e-1	
2025-08-21	16:21:57	2.27184	1.36558	-1.91636e1	5.14703e1	9.90572e1	6.5326690e-4	1.2380063e-2	1.2154481e1	1.4675932e-1	
2025-08-21	16:21:58	2.58420	1.35660	-1.92410e1	5.14769e1	9.90534e1	7.4273347e-4	1.2305378e-2	1.2161196e1	1.4681925e-1	
2025-08-21	16:21:58	2.52128	1.35679	-1.92391e1	5.14769e1	9.90559e1	7.2473287e-4	1.2307226e-2	1.2161196e1	1.4676027e-1	
2025-08-21	16:21:59	2.52128	1.35679	-1.92391e1	5.14769e1	9.90559e1	7.2473287e-4	1.2307226e-2	1.2161196e1	1.4676027e-1	
2025-08-21	16:21:59	2.06806	1.36041	-1.92081e1	5.14736e1	9.90557e1	5.9479475e-4	1.2337148e-2	1.2157839e1	1.4658881e-1	
2025-08-21	16:22:00	2.30030	1.38618	-1.89893e1	5.14736e1	9.90534e1	6.6137313e-4	1.2548863e-2	1.2151963e1	1.4664770e-1	
2025-08-21	16:22:00	2.42148	1.39549	-1.89109e1	5.14736e1	9.90555e1	6.9612264e-4	1.2625515e-2	1.2151963e1	1.4676064e-1	
2025-08-21	16:22:01	2.16178	1.36043	-1.92080e1	5.14736e1	9.90550e1	6.2167644e-4	1.2337267e-2	1.2156161e1	1.4676099e-1	
2025-08-21	16:22:01	2.59354	1.35021	-1.92959e1	5.14769e1	9.90550e1	7.4541568e-4	1.2252867e-2	1.2155320e1	1.4670382e-1	
2025-08-21	16:22:02	2.66339	1.36041	-1.92082e1	5.14736e1	9.90544e1	7.6544284e-4	1.2337028e-2	1.2174624e1	1.4687566e-1	
2025-08-21	16:22:02	1.90978	1.35905	-1.92200e1	5.14703e1	9.90534e1	5.4937601e-4	1.2325823e-2	1.2161196e1	1.4676212e-1	
2025-08-21	16:22:03	1.97943	1.36488	-1.91703e1	5.14736e1	9.90520e1	5.6934356e-4	1.2373507e-2	1.2158678e1	1.4664882e-1	
2025-08-21	16:22:03	2.29585	1.36663	-1.91555e1	5.14769e1	9.90502e1	6.6006183e-4	1.2387573e-2	1.2158678e1	1.4682168e-1	
2025-08-21	16:22:04	2.15816	1.36229	-1.91924e1	5.14769e1	9.90524e1	6.2060356e-4	1.2352108e-2	1.2154481e1	1.4687714e-1	
2025-08-21	16:22:04	2.15816	1.36229	-1.91924e1	5.14769e1	9.90524e1	6.2060356e-4	1.2352108e-2	1.2154481e1	1.4687714e-1	
2025-08-21	16:22:05	2.20902	1.36403	-1.91772e1	5.14736e1	9.90542e1	6.3520669e-4	1.2366831e-2	1.2159518e1	1.4676155e-1	
2025-08-21	16:22:05	1.92104	1.36188	-1.91960e1	5.14703e1	9.90514e1	5.5259466e-4	1.2348890e-2	1.2157839e1	1.4676358e-1	
2025-08-21	16:22:06	1.96348	1.35794	-1.92290e1	5.14769e1	9.90582e1	5.6481361e-4	1.2317001e-2	1.2152802e1	1.4688708e-1	
2025-08-21	16:22:06	2.18147	1.36380	-1.91790e1	5.14736e1	9.90562e1	6.2733888e-4	1.2365162e-2	1.2153642e1	1.4681723e-1	
2025-08-21	16:22:07	2.34882	1.36997	-1.91272e1	5.14736e1	9.90490e1	6.7526102e-4	1.2415051e-2	1.2152802e1	1.4687974e-1	
2025-08-21	16:22:07	2.34882	1.36997	-1.91272e1	5.14736e1	9.90490e1	6.7526102e-4	1.2415051e-2	1.2152802e1	1.4687974e-1	
2025-08-21	16:22:08	2.22270	1.36455	-1.91729e1	5.14736e1	9.90534e1	6.3914060e-4	1.2371003e-2	1.2155320e1	1.4687640e-1	
2025-08-21	16:22:08	2.22097	1.36072	-1.92061e1	5.14736e1	9.90500e1	6.3860416e-4	1.2338995e-2	1.2175463e1	1.4693610e-1	
2025-08-21	16:22:09	2.36922	1.36624	-1.91586e1	5.14769e1	9.90517e1	6.8110227e-4	1.2384593e-2	1.2154481e1	1.4676342e-1	
2025-08-21	16:22:09	2.30234	1.36131	-1.92003e1	5.14769e1	9.90565e1	6.6196918e-4	1.2344539e-2	1.2153642e1	1.4681704e-1	
2025-08-21	16:22:10	2.00800	1.36136	-1.92006e1	5.14802e1	9.90502e1	5.7750940e-4	1.2344062e-2	1.2152802e1	1.4682168e-1	
2025-08-21	16:22:10	1.85315	1.36406	-1.91768e1	5.14802e1	9.90562e1	5.3310394e-4	1.2367069e-2	1.2154481e1	1.4670289e-1	
2025-08-21	16:22:11	1.85315	1.36406	-1.91768e1	5.14802e1	9.90562e1	5.3310394e-4	1.2367069e-2	1.2154481e1	1.4670289e-1	
2025-08-21	16:22:11	1.97390	1.36556	-1.91639e1	5.14703e1	9.90567e1	5.6779384e-4	1.2379825e-2	1.2158678e1	1.4670252e-1	
2025-08-21	16:22:12	2.21616	1.36212	-1.91937e1	5.14769e1	9.90534e1	6.3723325e-4	1.2350857e-2	1.2160357e1	1.4670493e-1	
2025-08-21	16:22:12	2.34181	1.35503	-1.92544e1	5.14736e1	9.90547e1	6.7329406e-4	1.2292742e-2	1.2150285e1	1.4664678e-1	
2025-08-21	16:22:13	2.08472	1.36110	-1.92023e1	5.14736e1	9.90544e1	5.9956312e-4	1.2342691e-2	1.2158678e1	1.4664697e-1	
2025-08-21	16:22:13	2.08472	1.36110	-1.92023e1	5.14736e1	9.90544e1	5.9956312e-4	1.2342691e-2	1.2158678e1	1.4664697e-1	
2025-08-21	16:22:14	2.11902	1.36771	-1.91457e1	5.14736e1	9.90550e1	6.0939788e-4	1.2397229e-2	1.2179659e1	1.4681816e-1	
2025-08-21	16:22:14	1.83546	1.37070	-1.91205e1	5.14703e1	9.90532e1	5.2803754e-4	1.2421667e-2	1.2158678e1	1.4681945e-1	
2025-08-21	16:22:15	2.13794	1.36660	-1.91552e1	5.14703e1	9.90552e1	6.1482191e-4	1.2388229e-2	1.2153642e1	1.4681797e-1	
2025-08-21	16:22:15	1.88071	1.36455	-1.91728e1	5.14736e1	9.90542e1	5.4103136e-4	1.2371122e-2	1.2161196e1	1.4676155e-1	
2025-08-21	16:22:16	1.69265	1.36700	-1.91520e1	5.14736e1	9.90530e1	4.8702955e-4	1.2391149e-2	1.2163714e1	1.4670531e-1	
2025-08-21	16:22:16	2.22852	1.36517	-1.91672e1	5.14736e1	9.90567e1	6.4080953e-4	1.2376487e-2	1.2152802e1	1.4670252e-1	
2025-08-21	16:22:17	2.34740	1.36649	-1.91561e1	5.14736e1	9.90550e1	6.7490339e-4	1.2387156e-2	1.2153642e1	1.4670382e-1	
2025-08-21	16:22:17	1.89258	1.36988	-1.91274e1	5.14703e1	9.90542e1	5.4442882e-4	1.2415051e-2	1.2162035e1	1.4670437e-1	
2025-08-21	16:22:18	1.64214	1.36936	-1.91316e1	5.14703e1	9.90557e1	4.7254562e-4	1.2410998e-2	1.2156161e1	1.4681758e-1	
2025-08-21	16:22:18	1.83562	1.36493	-1.91695e1	5.14670e1	9.90542e1	5.2809715e-4	1.2374460e-2	1.2161196e1	1.4670437e-1	
2025-08-21	16:22:19	2.00861	1.36660	-1.91553e1	5.14670e1	9.90542e1	5.7774782e-4	1.2388229e-2	1.2156161e1	1.4664715e-1	
2025-08-21	16:22:19	2.00861	1.36660	-1.91553e1	5.14670e1	9.90542e1	5.7774782e-4	1.2388229e-2	1.2156161e1	1.4664715e-1	
2025-08-21	16:22:20	1.69154	1.36811	-1.91423e1	5.14736e1	9.90552e1	4.8673152e-4	1.2400507e-2	1.2150285e1	1.4670364e-1	
2025-08-21	16:22:20	1.75886	1.36945	-1.91312e1	5.14736e1	9.90527e1	5.0604343e-4	1.2411236e-2	1.2156161e1	1.4681982e-1	
2025-08-21	16:22:21	1.89528	1.36968	-1.91290e1	5.14769e1	9.90547e1	5.4520368e-4	1.2413263e-2	1.2152802e1	1.4693259e-1	
2025-08-21	16:22:21	1.95394	1.37129	-1.91156e1	5.14736e1	9.90522e1	5.6201219e-4	1.2426316e-2	1.2158678e1	1.4687733e-1	
2025-08-21	16:22:22	2.11926	1.36405	-1.91772e1	5.14736e1	9.90527e1	6.0945749e-4	1.2366831e-2	1.2155320e1	1.4670549e-1	
2025-08-21	16:22:22	2.12279	1.36537	-1.91660e1	5.14736e1	9.90527e1	6.1047077e-4	1.2377679e-2	1.2161196e1	1.4670549e-1	
2025-08-21	16:22:23	2.12279	1.36537	-1.91660e1	5.14736e1	9.90527e1	6.1047077e-4	1.2377679e-2	1.2161196e1	1.4670549e-1	
2025-08-21	16:22:23	1.73828	1.37131	-1.91151e1	5.14769e1	9.90540e1	5.0014257e-4	1.2426614e-2	1.2154481e1	1.4676175e-1	
2025-08-21	16:22:24	1.60479	1.36809	-1.91424e1	5.14736e1	9.90555e1	4.6181678e-4	1.2400388e-2	1.2166231e1	1.4681778e-1	
2025-08-21	16:22:24	1.73742	1.36737	-1.91488e1	5.14670e1	9.90540e1	4.9990415e-4	1.2394487e-2	1.2175463e1	1.4676175e-1	
2025-08-21	16:22:25	1.71949	1.37376	-1.90941e1	5.14703e1	9.90559e1	4.9477815e-4	1.2447237e-2	1.2156161e1	1.4664585e-1	
2025-08-21	16:22:25	1.71949	1.37376	-1.90941e1	5.14703e1	9.90559e1	4.9477815e-4	1.2447237e-2	1.2156161e1	1.4664585e-1	
2025-08-21	16:22:26	1.77960	1.37152	-1.91134e1	5.14736e1	9.90540e1	5.1200389e-4	1.2428462e-2	1.2158678e1	1.4681888e-1	
2025-08-21	16:22:26	1.91474	1.36917	-1.91331e1	5.14703e1	9.90565e1	5.5080652e-4	1.2409508e-2	1.2152802e1	1.4681704e-1	
2025-08-21	16:22:27	1.62364	1.37235	-1.91063e1	5.14703e1	9.90544e1	4.6724081e-4	1.2435436e-2	1.2150285e1	1.4670419e-1	
2025-08-21	16:22:27	1.59612	1.36944	-1.91310e1	5.14736e1	9.90547e1	4.5931339e-4	1.2411415e-2	1.2158678e1	1.4676117e-1	
2025-08-21	16:22:28	1.82623	1.36391	-1.91780e1	5.14703e1	9.90559e1	5.2541494e-4	1.2366175e-2	1.2154481e1	1.4676027e-1	
2025-08-21	16:22:28	1.93976	1.36310	-1.91853e1	5.14736e1	9.90534e1	5.5795907e-4	1.2359023e-2	1.2152802e1	1.4687640e-1	
2025-08-21	16:22:29	1.93976	1.36310	-1.91853e1	5.14736e1	9.90534e1	5.5795907e-4	1.2359023e-2	1.2152802e1	1.4687640e-1	
2025-08-21	16:22:29	2.00655	1.37007	-1.91256e1	5.14736e1	9.90544e1	5.7715177e-4	1.2416601e-2	1.2151124e1	1.4658975e-1	
2025-08-21	16:22:30	1.77793	1.37493	-1.90844e1	5.14736e1	9.90540e1	5.1152706e-4	1.2456476e-2	1.2151963e1	1.4687603e-1	
2025-08-21	16:22:30	1.84959	1.37128	-1.91154e1	5.14736e1	9.90534e1	5.3209066e-4	1.2426435e-2	1.2162035e1	1.4681925e-1	
2025-08-21	16:22:31	2.14230	1.37791	-1.90594e1	5.14736e1	9.90522e1	6.1607360e-4	1.2480735e-2	1.2151963e1	1.4676303e-1	
2025-08-21	16:22:31	1.93822	1.37739	-1.90636e1	5.14736e1	9.90534e1	5.5754184e-4	1.2476623e-2	1.2173784e1	1.4693350e-1	
2025-08-21	16:22:32	1.67142	1.35420	-1.92617e1	5.14736e1	9.90527e1	4.8094987e-4	1.2285649e-2	1.2178820e1	1.4693408e-1	
2025-08-21	16:22:32	2.40153	1.36083	-1.92045e1	5.14769e1	9.90557e1	6.9040060e-4	1.2340486e-2	1.2150285e1	1.4693183e-1	
2025-08-21	16:22:33	2.56682	1.37360	-1.90954e1	5.14769e1	9.90565e1	7.3778629e-4	1.2445747e-2	1.2157000e1	1.4687417e-1	
2025-08-21	16:22:33	2.26879	1.37242	-1.91053e1	5.14670e1	9.90572e1	6.5237283e-4	1.2436509e-2	1.2165392e1	1.4670215e-1	
2025-08-21	16:22:34	2.26142	1.36741	-1.91485e1	5.14670e1	9.90530e1	6.5022706e-4	1.2394726e-2	1.2152802e1	1.4687678e-1	
2025-08-21	16:22:34	2.05711	1.36200	-1.91946e1	5.14736e1	9.90547e1	5.9163570e-4	1.2350142e-2	1.2155320e1	1.4681834e-1	
2025-08-21	16:22:35	1.99121	1.36288	-1.91868e1	5.14769e1	9.90565e1	5.7274103e-4	1.2357532e-2	1.2157839e1	1.4670270e-1	
2025-08-21	16:22:35	1.98372	1.36379	-1.91793e1	5.14769e1	9.90540e1	5.7059526e-4	1.2364685e-2	1.2165392e1	1.4670456e-1	
2025-08-21	16:22:36	1.90062	1.36222	-1.91927e1	5.14703e1	9.90547e1	5.4675340e-4	1.2352049e-2	1.2163714e1	1.4681834e-1	
2025-08-21	16:22:36	2.10692	1.36668	-1.91547e1	5.14703e1	9.90537e1	6.0594081e-4	1.2388646e-2	1.2155320e1	1.4670474e-1	
2025-08-21	16:22:37	2.15158	1.36845	-1.91392e1	5.14736e1	9.90567e1	6.1875581e-4	1.2403547e-2	1.2151963e1	1.4681686e-1	
2025-08-21	16:22:37	2.15158	1.36845	-1.91392e1	5.14736e1	9.90567e1	6.1875581e-4	1.2403547e-2	1.2151963e1	1.4681686e-1	
2025-08-21	16:22:38	2.18154	1.36728	-1.91495e1	5.14736e1	9.90544e1	6.2733888e-4	1.2393593e-2	1.2154481e1	1.4676136e-1	
2025-08-21	16:22:38	1.68343	1.37025	-1.91240e1	5.14736e1	9.90559e1	4.8440694e-4	1.2418210e-2	1.2150285e1	1.4670307e-1	
2025-08-21	16:22:39	1.76286	1.36706	-1.91516e1	5.14802e1	9.90520e1	5.0717592e-4	1.2391269e-2	1.2152802e1	1.4682037e-1	
2025-08-21	16:22:39	1.97566	1.36825	-1.91411e1	5.14736e1	9.90547e1	5.6827068e-4	1.2401640e-2	1.2153642e1	1.4676117e-1	
2025-08-21	16:22:40	2.10420	1.36993	-1.91269e1	5.14703e1	9.90544e1	6.0516595e-4	1.2415528e-2	1.2161196e1	1.4664697e-1	
2025-08-21	16:22:40	2.10420	1.36993	-1.91269e1	5.14703e1	9.90544e1	6.0516595e-4	1.2415528e-2	1.2161196e1	1.4664697e-1	
2025-08-21	16:22:41	1.67184	1.36644	-1.91567e1	5.14703e1	9.90537e1	4.8106908e-4	1.2386739e-2	1.2164553e1	1.4670474e-1	
2025-08-21	16:22:41	1.72585	1.36880	-1.91367e1	5.14802e1	9.90530e1	4.9656629e-4	1.2405693e-2	1.2162035e1	1.4687678e-1	
2025-08-21	16:22:42	1.82114	1.36724	-1.91498e1	5.14769e1	9.90547e1	5.2392482e-4	1.2393176e-2	1.2151963e1	1.4693259e-1	
2025-08-21	16:22:42	2.05621	1.36794	-1.91436e1	5.14769e1	9.90565e1	5.9139728e-4	1.2399196e-2	1.2154481e1	1.4681704e-1	
2025-08-21	16:22:43	1.97876	1.37528	-1.90813e1	5.14736e1	9.90555e1	5.6916475e-4	1.2459516e-2	1.2151963e1	1.4676064e-1	
2025-08-21	16:22:43	2.00428	1.37227	-1.91068e1	5.14769e1	9.90557e1	5.7649612e-4	1.2434720e-2	1.2151963e1	1.4681758e-1	
2025-08-21	16:22:44	1.78058	1.36833	-1.91407e1	5.14736e1	9.90532e1	5.1230192e-4	1.2402057e-2	1.2156161e1	1.4687658e-1	
2025-08-21	16:22:44	1.51786	1.37083	-1.91194e1	5.14736e1	9.90527e1	4.3684244e-4	1.2422561e-2	1.2159518e1	1.4681982e-1	
2025-08-21	16:22:45	1.66773	1.37212	-1.91085e1	5.14769e1	9.90520e1	4.7987699e-4	1.2432992e-2	1.2157839e1	1.4682037e-1	
2025-08-21	16:22:45	1.60373	1.36940	-1.91315e1	5.14736e1	9.90534e1	4.6151876e-4	1.2410938e-2	1.2161196e1	1.4687640e-1	
2025-08-21	16:22:46	1.57921	1.36699	-1.91520e1	5.14703e1	9.90537e1	4.5448541e-4	1.2391269e-2	1.2152802e1	1.4687621e-1	
2025-08-21	16:22:46	1.80354	1.36619	-1.91591e1	5.14736e1	9.90517e1	5.1885843e-4	1.2384295e-2	1.2155320e1	1.4682055e-1	
2025-08-21	16:22:47	2.10395	1.36671	-1.91539e1	5.14703e1	9.90575e1	6.0510635e-4	1.2389421e-2	1.2156161e1	1.4698762e-1	
2025-08-21	16:22:47	1.96188	1.36861	-1.91383e1	5.14670e1	9.90532e1	5.6433677e-4	1.2404620e-2	1.2160357e1	1.4699078e-1	
2025-08-21	16:22:48	1.69241	1.37106	-1.91175e1	5.14736e1	9.90522e1	4.8696994e-4	1.2424468e-2	1.2155320e1	1.4687733e-1	
2025-08-21	16:22:48	1.54465	1.37724	-1.90650e1	5.14736e1	9.90522e1	4.4453144e-4	1.2475252e-2	1.2161196e1	1.4693445e-1	
2025-08-21	16:22:49	1.73292	1.37236	-1.91064e1	5.14703e1	9.90522e1	4.9859285e-4	1.2435257e-2	1.2157839e1	1.4699153e-1	
2025-08-21	16:22:49	1.61351	1.37092	-1.91183e1	5.14736e1	9.90555e1	4.6432018e-4	1.2423694e-2	1.2162874e1	1.4698911e-1	
2025-08-21	16:22:50	1.69508	1.37201	-1.91091e1	5.14769e1	9.90547e1	4.8774480e-4	1.2432456e-2	1.2162035e1	1.4687547e-1	
2025-08-21	16:22:50	1.89679	1.36900	-1.91351e1	5.14802e1	9.90520e1	5.4562091e-4	1.2407243e-2	1.2162874e1	1.4699172e-1	
2025-08-21	16:22:51	1.88542	1.36908	-1.91339e1	5.14736e1	9.90559e1	5.4240226e-4	1.2408614e-2	1.2168749e1	1.4687454e-1	
2025-08-21	16:22:51	1.92284	1.36546	-1.91650e1	5.14703e1	9.90544e1	5.5313110e-4	1.2378752e-2	1.2148606e1	1.4693278e-1	
2025-08-21	16:22:52	1.61995	1.36867	-1.91375e1	5.14736e1	9.90557e1	4.6616792e-4	1.2405157e-2	1.2157000e1	1.4687473e-1	
2025-08-21	16:22:52	1.65953	1.36964	-1.91292e1	5.14703e1	9.90552e1	4.7755241e-4	1.2413263e-2	1.2168749e1	1.4687511e-1	
2025-08-21	16:22:53	1.87255	1.36828	-1.91408e1	5.14736e1	9.90559e1	5.3870677e-4	1.2401998e-2	1.2161196e1	1.4681742e-1	
2025-08-21	16:22:53	1.97566	1.36570	-1.91630e1	5.14736e1	9.90542e1	5.6827068e-4	1.2380540e-2	1.2166231e1	1.4687584e-1	
2025-08-21	16:22:54	2.08095	1.37147	-1.91136e1	5.14736e1	9.90557e1	5.9849023e-4	1.2428224e-2	1.2168749e1	1.4704599e-1	
2025-08-21	16:22:54	1.93059	1.37363	-1.90955e1	5.14703e1	9.90530e1	5.5533647e-4	1.2445807e-2	1.2161196e1	1.4687678e-1	
2025-08-21	16:22:55	1.65730	1.37046	-1.91226e1	5.14703e1	9.90522e1	4.7689676e-4	1.2419641e-2	1.2154481e1	1.4710564e-1	
2025-08-21	16:22:55	1.84328	1.36951	-1.91303e1	5.14736e1	9.90555e1	5.3030252e-4	1.2412071e-2	1.2157839e1	1.4687491e-1	
2025-08-21	16:22:56	2.08348	1.36586	-1.91613e1	5.14736e1	9.90567e1	5.9920549e-4	1.2382209e-2	1.2155320e1	1.4687399e-1	
2025-08-21	16:22:56	1.72609	1.37375	-1.90944e1	5.14769e1	9.90542e1	4.9662590e-4	1.2446701e-2	1.2172106e1	1.4670437e-1	
2025-08-21	16:22:57	1.56894	1.37420	-1.90906e1	5.14802e1	9.90540e1	4.5150518e-4	1.2450218e-2	1.2166231e1	1.4687603e-1	
2025-08-21	16:22:57	1.93474	1.36389	-1.91787e1	5.14736e1	9.90522e1	5.5652856e-4	1.2365400e-2	1.2169588e1	1.4676303e-1	
2025-08-21	16:22:58	1.85662	1.36067	-1.92060e1	5.14703e1	9.90544e1	5.3411722e-4	1.2339293e-2	1.2157839e1	1.4670419e-1	
2025-08-21	16:22:58	1.84240	1.36437	-1.91741e1	5.14736e1	9.90565e1	5.3006410e-4	1.2369871e-2	1.2158678e1	1.4681704e-1	
2025-08-21	16:22:59	1.76810	1.37050	-1.91214e1	5.14769e1	9.90597e1	5.0872564e-4	1.2420654e-2	1.2155320e1	1.4671449e-1	
2025-08-21	16:22:59	1.49829	1.37126	-1.91153e1	5.14703e1	9.90565e1	4.3123960e-4	1.2426733e-2	1.2162874e1	1.4670270e-1	
2025-08-21	16:23:00	1.60786	1.36548	-1.91648e1	5.14703e1	9.90547e1	4.6271085e-4	1.2378931e-2	1.2155320e1	1.4670400e-1	
2025-08-21	16:23:00	1.74902	1.36370	-1.91799e1	5.14736e1	9.90559e1	5.0324201e-4	1.2364268e-2	1.2157839e1	1.4670307e-1	
2025-08-21	16:23:01	1.77256	1.36933	-1.91320e1	5.14769e1	9.90542e1	5.0997734e-4	1.2410342e-2	1.2151963e1	1.4670437e-1	
2025-08-21	16:23:01	1.57160	1.37560	-1.90783e1	5.14802e1	9.90575e1	4.5228004e-4	1.2462198e-2	1.2152802e1	1.4664475e-1	
2025-08-21	16:23:02	1.67066	1.39102	-1.89486e1	5.14769e1	9.90532e1	4.8071146e-4	1.2588441e-2	1.2150285e1	1.4664790e-1	
2025-08-21	16:23:02	1.51305	1.39813	-1.88885e1	5.14736e1	9.90567e1	4.3547153e-4	1.2647390e-2	1.2165392e1	1.4664530e-1	
2025-08-21	16:23:03	1.32225	1.37420	-1.90905e1	5.14736e1	9.90547e1	3.8063526e-4	1.2450575e-2	1.2157839e1	1.4676117e-1	
2025-08-21	16:23:03	2.35359	1.36554	-1.91646e1	5.14736e1	9.90522e1	6.7663192e-4	1.2378990e-2	1.2163714e1	1.4676303e-1	
2025-08-21	16:23:04	2.55703	1.37240	-1.91057e1	5.14769e1	9.90559e1	7.3498487e-4	1.2435793e-2	1.2163714e1	1.4681742e-1	
2025-08-21	16:23:04	1.94564	1.37211	-1.91081e1	5.14736e1	9.90559e1	5.5968761e-4	1.2433528e-2	1.2157839e1	1.4687454e-1	
2025-08-21	16:23:05	2.04062	1.37553	-1.90787e1	5.14769e1	9.90585e1	5.8692693e-4	1.2461900e-2	1.2166231e1	1.4681556e-1	
2025-08-21	16:23:05	1.77979	1.37451	-1.90880e1	5.14736e1	9.90537e1	5.1206350e-4	1.2452960e-2	1.2152802e1	1.4670474e-1	
2025-08-21	16:23:06	1.56952	1.37309	-1.91002e1	5.14736e1	9.90522e1	4.5168399e-4	1.2441158e-2	1.2169588e1	1.4682020e-1	
2025-08-21	16:23:06	1.95282	1.36790	-1.91442e1	5.14736e1	9.90542e1	5.6171417e-4	1.2398660e-2	1.2153642e1	1.4681870e-1	
2025-08-21	16:23:07	2.10688	1.36249	-1.91901e1	5.14736e1	9.90572e1	6.0594081e-4	1.2354493e-2	1.2157839e1	1.4681649e-1	
2025-08-21	16:23:07	1.95084	1.36787	-1.91441e1	5.14736e1	9.90572e1	5.6117773e-4	1.2398838e-2	1.2153642e1	1.4681649e-1	
2025-08-21	16:23:08	1.72079	1.37161	-1.91123e1	5.14703e1	9.90572e1	4.9513578e-4	1.2429654e-2	1.2159518e1	1.4693071e-1	
2025-08-21	16:23:08	1.74865	1.36563	-1.91634e1	5.14736e1	9.90557e1	5.0312280e-4	1.2380182e-2	1.2153642e1	1.4670326e-1	
2025-08-21	16:23:09	1.88117	1.36682	-1.91532e1	5.14769e1	9.90555e1	5.4115056e-4	1.2389838e-2	1.2157839e1	1.4676064e-1	
2025-08-21	16:23:09	1.61009	1.37239	-1.91056e1	5.14703e1	9.90572e1	4.6336650e-4	1.2436091e-2	1.2162874e1	1.4687361e-1	
2025-08-21	16:23:10	1.68509	1.36999	-1.91263e1	5.14703e1	9.90550e1	4.8488378e-4	1.2416064e-2	1.2170428e1	1.4693241e-1	
2025-08-21	16:23:10	1.89409	1.37155	-1.91134e1	5.14736e1	9.90517e1	5.4484605e-4	1.2428402e-2	1.2156161e1	1.4699191e-1	
2025-08-21	16:23:11	1.91148	1.37481	-1.90855e1	5.14736e1	9.90534e1	5.4985284e-4	1.2455403e-2	1.2160357e1	1.4699060e-1	
2025-08-21	16:23:11	1.89095	1.37398	-1.90926e1	5.14769e1	9.90527e1	5.4395198e-4	1.2448370e-2	1.2155320e1	1.4693408e-1	
2025-08-21	16:23:12	1.81857	1.37539	-1.90801e1	5.14703e1	9.90572e1	5.2320957e-4	1.2460768e-2	1.2153642e1	1.4681649e-1	
2025-08-21	16:23:12	1.93938	1.37727	-1.90642e1	5.14703e1	9.90572e1	5.5789947e-4	1.2476205e-2	1.2162035e1	1.4693071e-1	
2025-08-21	16:23:13	1.90108	1.36884	-1.91361e1	5.14736e1	9.90550e1	5.4687261e-4	1.2406527e-2	1.2151124e1	1.4687528e-1	
2025-08-21	16:23:13	1.76103	1.36435	-1.91742e1	5.14736e1	9.90569e1	5.0669908e-4	1.2369811e-2	1.2167071e1	1.4675951e-1	
2025-08-21	16:23:14	1.85805	1.36901	-1.91347e1	5.14703e1	9.90542e1	5.3453445e-4	1.2407958e-2	1.2154481e1	1.4681870e-1	
2025-08-21	16:23:14	2.03198	1.36695	-1.91523e1	5.14736e1	9.90542e1	5.8442354e-4	1.2390851e-2	1.2149446e1	1.4676155e-1	
2025-08-21	16:23:15	1.69254	1.36752	-1.91472e1	5.14769e1	9.90559e1	4.8702955e-4	1.2395679e-2	1.2155320e1	1.4670307e-1	
2025-08-21	16:23:15	1.74638	1.37211	-1.91085e1	5.14769e1	9.90532e1	5.0246715e-4	1.2433052e-2	1.2167071e1	1.4687658e-1	
2025-08-21	16:23:16	2.29750	1.36949	-1.91305e1	5.14736e1	9.90555e1	6.6059827e-4	1.2411952e-2	1.2162035e1	1.4670345e-1	
2025-08-21	16:23:16	1.83822	1.37058	-1.91213e1	5.14769e1	9.90542e1	5.2881240e-4	1.2420654e-2	1.2152802e1	1.4681870e-1	
2025-08-21	16:23:17	1.65735	1.37027	-1.91243e1	5.14802e1	9.90522e1	4.7689676e-4	1.2417674e-2	1.2168749e1	1.4670586e-1	
2025-08-21	16:23:17	1.84045	1.37222	-1.91076e1	5.14769e1	9.90527e1	5.2946805e-4	1.2433946e-2	1.2153642e1	1.4681982e-1	
2025-08-21	16:23:18	1.86099	1.36957	-1.91300e1	5.14769e1	9.90537e1	5.3536891e-4	1.2412250e-2	1.2164553e1	1.4676194e-1	
